Sample in Buffer,Sample in Window,TRIGGER,soc_i/axi_rffe_iic_o_i2c_scl_tx,soc_i/axi_rffe_iic_o_i2c_sda_tx,soc_i/i_i2c_scl_rx_1,soc_i/i_i2c_sda_rx_1
8895,8895,0,1,0,1,0
8896,8896,0,0,0,0,0
8897,8897,0,1,0,1,0
8898,8898,0,0,0,0,0
8899,8899,0,1,0,1,0
8900,8900,0,0,0,0,0
8901,8901,0,1,0,1,0
8902,8902,0,0,0,0,0
8903,8903,0,1,0,1,0
8904,8904,0,0,0,0,0
8905,8905,0,1,0,1,0
8906,8906,0,0,0,0,0
8907,8907,0,1,0,1,0
8908,8908,0,0,0,0,0
8909,8909,0,1,1,1,0
8910,8910,0,0,1,0,0
8911,8911,0,0,1,0,1
8912,8912,0,0,0,0,0
8913,8913,0,1,0,1,0
8914,8914,0,0,0,0,0
8915,8915,0,1,0,1,0
8916,8916,0,0,0,0,0
8917,8917,0,1,0,1,0
8918,8918,0,0,0,0,0
8919,8919,0,1,0,1,0
8920,8920,0,0,0,0,0
8921,8921,0,1,0,1,0
8922,8922,0,0,0,0,0
8923,8923,0,1,0,1,0
8924,8924,0,0,0,0,0
8925,8925,0,1,0,1,0
8926,8926,0,0,0,0,0
8927,8927,0,1,0,1,0
8928,8928,0,0,0,0,0
8929,8929,0,1,1,1,0
8930,8930,0,0,1,0,0
8931,8931,0,0,1,0,1
8932,8932,0,0,0,0,0
8933,8933,0,1,0,1,0
8934,8934,0,1,1,1,1
8935,8935,0,1,0,1,0
8936,8936,0,0,0,0,0
8937,8937,0,1,0,1,0
8938,8938,0,0,0,0,0
8939,8939,0,0,1,0,1
8940,8940,0,1,1,1,1
8941,8941,0,0,1,0,1
8942,8942,0,0,0,0,0
8943,8943,0,1,0,1,0
8944,8944,0,0,0,0,0
8945,8945,0,1,0,1,0
8946,8946,0,0,0,0,0
8947,8947,0,0,1,0,1
8948,8948,0,1,1,1,1
8949,8949,0,0,1,0,1
8950,8950,0,1,1,1,1
8951,8951,0,0,1,0,1
8952,8952,0,0,0,0,0
8953,8953,0,1,0,1,0
8954,8954,0,0,0,0,0
8955,8955,0,1,0,1,0
8956,8956,0,0,0,0,0
8957,8957,0,1,1,1,0
8958,8958,0,0,1,0,0
8959,8959,0,0,1,0,1
8960,8960,0,0,0,0,0
8961,8961,0,1,0,1,0
8962,8962,0,0,0,0,0
8963,8963,0,1,0,1,0
8964,8964,0,0,0,0,0
8965,8965,0,1,0,1,0
8966,8966,0,0,0,0,0
8967,8967,0,1,0,1,0
8968,8968,0,0,0,0,0
8969,8969,0,1,0,1,0
8970,8970,0,0,0,0,0
8971,8971,0,1,0,1,0
8972,8972,0,0,0,0,0
8973,8973,0,0,1,0,1
8974,8974,0,1,1,1,1
8975,8975,0,0,1,0,1
8976,8976,0,0,0,0,0
8977,8977,0,1,0,1,0
8978,8978,0,0,0,0,0
8979,8979,0,1,1,1,0
8980,8980,0,0,1,0,0
8981,8981,0,0,1,0,1
8982,8982,0,0,0,0,0
8983,8983,0,1,0,1,0
8984,8984,0,0,0,0,0
8985,8985,0,1,0,1,0
8986,8986,0,0,0,0,0
8987,8987,0,0,1,0,1
8988,8988,0,1,1,1,1
8989,8989,0,0,1,0,1
8990,8990,0,0,0,0,0
8991,8991,0,1,0,1,0
8992,8992,0,0,0,0,0
8993,8993,0,1,0,1,0
8994,8994,0,0,0,0,0
8995,8995,0,1,0,1,0
8996,8996,0,0,0,0,0
8997,8997,0,1,0,1,0
8998,8998,0,0,0,0,0
8999,8999,0,1,0,1,0
9000,9000,0,0,0,0,0
9001,9001,0,1,1,1,0
9002,9002,0,0,1,0,0
9003,9003,0,0,1,0,1
9004,9004,0,0,0,0,0
9005,9005,0,1,0,1,0
9006,9006,0,0,0,0,0
9007,9007,0,1,0,1,0
9008,9008,0,0,0,0,0
9009,9009,0,1,0,1,0
9010,9010,0,0,0,0,0
9011,9011,0,0,1,0,1
9012,9012,0,1,1,1,1
9013,9013,0,0,1,0,1
9014,9014,0,1,1,1,1
9015,9015,0,0,1,0,1
9016,9016,0,0,0,0,0
9017,9017,0,1,0,1,0
9018,9018,0,0,0,0,0
9019,9019,0,0,1,0,1
9020,9020,0,1,1,1,1
9021,9021,0,0,1,0,1
9022,9022,0,1,1,1,1
9023,9023,0,0,1,0,1
9024,9024,0,0,1,0,0
9025,9025,0,1,1,1,0
9026,9026,0,0,1,0,0
9027,9027,0,0,1,0,1
9028,9028,0,0,0,0,0
9029,9029,0,1,0,1,0
9030,9030,0,1,1,1,1
9031,9031,0,1,0,1,0
9032,9032,0,0,0,0,0
9033,9033,0,1,0,1,0
9034,9034,0,0,0,0,0
9035,9035,0,0,1,0,1
9036,9036,0,1,1,1,1
9037,9037,0,0,1,0,1
9038,9038,0,0,0,0,0
9039,9039,0,1,0,1,0
9040,9040,0,0,0,0,0
9041,9041,0,1,0,1,0
9042,9042,0,0,0,0,0
9043,9043,0,0,1,0,1
9044,9044,0,1,1,1,1
9045,9045,0,0,1,0,1
9046,9046,0,1,1,1,1
9047,9047,0,0,1,0,1
9048,9048,0,0,0,0,0
9049,9049,0,1,0,1,0
9050,9050,0,0,0,0,0
9051,9051,0,1,0,1,0
9052,9052,0,0,0,0,0
9053,9053,0,1,1,1,0
9054,9054,0,0,1,0,0
9055,9055,0,0,1,0,1
9056,9056,0,0,0,0,0
9057,9057,0,1,0,1,0
9058,9058,0,0,0,0,0
9059,9059,0,1,0,1,0
9060,9060,0,0,0,0,0
9061,9061,0,1,0,1,0
9062,9062,0,0,0,0,0
9063,9063,0,1,0,1,0
9064,9064,0,0,0,0,0
9065,9065,0,1,0,1,0
9066,9066,0,0,0,0,0
9067,9067,0,1,0,1,0
9068,9068,0,0,0,0,0
9069,9069,0,0,1,0,1
9070,9070,0,1,1,1,1
9071,9071,0,0,1,0,1
9072,9072,0,0,0,0,0
9073,9073,0,1,0,1,0
9074,9074,0,0,0,0,0
9075,9075,0,1,1,1,0
9076,9076,0,0,1,0,0
9077,9077,0,0,1,0,1
9078,9078,0,1,1,1,1
9079,9079,0,0,1,0,1
9080,9080,0,0,0,0,0
9081,9081,0,1,0,1,0
9082,9082,0,0,0,0,0
9083,9083,0,0,1,0,1
9084,9084,0,1,1,1,1
9085,9085,0,0,1,0,1
9086,9086,0,0,0,0,0
9087,9087,0,1,0,1,0
9088,9088,0,0,0,0,0
9089,9089,0,1,0,1,0
9090,9090,0,0,0,0,0
9091,9091,0,1,0,1,0
9092,9092,0,0,0,0,0
9093,9093,0,1,0,1,0
9094,9094,0,0,0,0,0
9095,9095,0,1,0,1,0
9096,9096,0,0,0,0,0
9097,9097,0,1,1,1,0
9098,9098,0,0,1,0,0
9099,9099,0,0,1,0,1
9100,9100,0,0,0,0,0
9101,9101,0,1,0,1,0
9102,9102,0,0,0,0,0
9103,9103,0,1,0,1,0
9104,9104,0,0,0,0,0
9105,9105,0,1,0,1,0
9106,9106,0,0,0,0,0
9107,9107,0,0,1,0,1
9108,9108,0,1,1,1,1
9109,9109,0,0,1,0,1
9110,9110,0,1,1,1,1
9111,9111,0,0,1,0,1
9112,9112,0,0,0,0,0
9113,9113,0,1,0,1,0
9114,9114,0,0,0,0,0
9115,9115,0,0,1,0,1
9116,9116,0,1,1,1,1
9117,9117,0,0,1,0,1
9118,9118,0,1,1,1,1
9119,9119,0,0,1,0,1
9120,9120,0,0,1,0,0
9121,9121,0,1,1,1,0
9122,9122,0,0,1,0,0
9123,9123,0,0,1,0,1
9124,9124,0,0,0,0,0
9125,9125,0,1,0,1,0
9126,9126,0,1,1,1,1
9127,9127,0,1,0,1,0
9128,9128,0,0,0,0,0
9129,9129,0,1,0,1,0
9130,9130,0,0,0,0,0
9131,9131,0,0,1,0,1
9132,9132,0,1,1,1,1
9133,9133,0,0,1,0,1
9134,9134,0,0,0,0,0
9135,9135,0,1,0,1,0
9136,9136,0,0,0,0,0
9137,9137,0,1,0,1,0
9138,9138,0,0,0,0,0
9139,9139,0,0,1,0,1
9140,9140,0,1,1,1,1
9141,9141,0,0,1,0,1
9142,9142,0,1,1,1,1
9143,9143,0,0,1,0,1
9144,9144,0,0,0,0,0
9145,9145,0,1,0,1,0
9146,9146,0,0,0,0,0
9147,9147,0,1,0,1,0
9148,9148,0,0,0,0,0
9149,9149,0,1,1,1,0
9150,9150,0,0,1,0,0
9151,9151,0,0,1,0,1
9152,9152,0,0,0,0,0
9153,9153,0,1,0,1,0
9154,9154,0,0,0,0,0
9155,9155,0,1,0,1,0
9156,9156,0,0,0,0,0
9157,9157,0,1,0,1,0
9158,9158,0,0,0,0,0
9159,9159,0,1,0,1,0
9160,9160,0,0,0,0,0
9161,9161,0,1,0,1,0
9162,9162,0,0,0,0,0
9163,9163,0,1,0,1,0
9164,9164,0,0,0,0,0
9165,9165,0,0,1,0,1
9166,9166,0,1,1,1,1
9167,9167,0,0,1,0,1
9168,9168,0,0,0,0,0
9169,9169,0,1,0,1,0
9170,9170,0,0,0,0,0
9171,9171,0,1,1,1,0
9172,9172,0,0,1,0,0
9173,9173,0,0,1,0,1
9174,9174,0,0,0,0,0
9175,9175,0,1,0,1,0
9176,9176,0,0,0,0,0
9177,9177,0,1,0,1,0
9178,9178,0,0,0,0,0
9179,9179,0,0,1,0,1
9180,9180,0,1,1,1,1
9181,9181,0,0,1,0,1
9182,9182,0,0,0,0,0
9183,9183,0,1,0,1,0
9184,9184,0,0,0,0,0
9185,9185,0,1,0,1,0
9186,9186,0,0,0,0,0
9187,9187,0,1,0,1,0
9188,9188,0,0,0,0,0
9189,9189,0,1,0,1,0
9190,9190,0,0,0,0,0
9191,9191,0,1,0,1,0
9192,9192,0,0,0,0,0
9193,9193,0,1,1,1,0
9194,9194,0,0,1,0,0
9195,9195,0,0,1,0,1
9196,9196,0,0,0,0,0
9197,9197,0,1,0,1,0
9198,9198,0,0,0,0,0
9199,9199,0,1,0,1,0
9200,9200,0,0,0,0,0
9201,9201,0,1,0,1,0
9202,9202,0,0,0,0,0
9203,9203,0,0,1,0,1
9204,9204,0,1,1,1,1
9205,9205,0,0,1,0,1
9206,9206,0,1,1,1,1
9207,9207,0,0,1,0,1
9208,9208,0,0,0,0,0
9209,9209,0,1,0,1,0
9210,9210,0,0,0,0,0
9211,9211,0,0,1,0,1
9212,9212,0,1,1,1,1
9213,9213,0,0,1,0,1
9214,9214,0,1,1,1,1
9215,9215,0,0,1,0,1
9216,9216,0,0,1,0,0
9217,9217,0,1,1,1,0
9218,9218,0,0,1,0,0
9219,9219,0,0,1,0,1
9220,9220,0,0,0,0,0
9221,9221,0,1,0,1,0
9222,9222,0,1,1,1,1
9223,9223,0,1,0,1,0
9224,9224,0,0,0,0,0
9225,9225,0,1,0,1,0
9226,9226,0,0,0,0,0
9227,9227,0,0,1,0,1
9228,9228,0,1,1,1,1
9229,9229,0,0,1,0,1
9230,9230,0,0,0,0,0
9231,9231,0,1,0,1,0
9232,9232,0,0,0,0,0
9233,9233,0,1,0,1,0
9234,9234,0,0,0,0,0
9235,9235,0,0,1,0,1
9236,9236,0,1,1,1,1
9237,9237,0,0,1,0,1
9238,9238,0,0,0,0,0
9239,9239,0,1,0,1,0
9240,9240,0,0,0,0,0
9241,9241,0,0,1,0,1
9242,9242,0,1,1,1,1
9243,9243,0,0,1,0,1
9244,9244,0,0,0,0,0
9245,9245,0,1,0,1,0
9246,9246,0,0,0,0,0
9247,9247,0,1,1,1,0
9248,9248,0,0,1,0,0
9249,9249,0,0,1,0,1
9250,9250,0,0,0,0,0
9251,9251,0,1,0,1,0
9252,9252,0,0,0,0,0
9253,9253,0,1,0,1,0
9254,9254,0,0,0,0,0
9255,9255,0,1,0,1,0
9256,9256,0,0,0,0,0
9257,9257,0,1,0,1,0
9258,9258,0,0,0,0,0
9259,9259,0,1,0,1,0
9260,9260,0,0,0,0,0
9261,9261,0,1,0,1,0
9262,9262,0,0,0,0,0
9263,9263,0,0,1,0,1
9264,9264,0,1,1,1,1
9265,9265,0,0,1,0,1
9266,9266,0,0,0,0,0
9267,9267,0,1,0,1,0
9268,9268,0,0,0,0,0
9269,9269,0,1,1,1,0
9270,9270,0,0,1,0,0
9271,9271,0,0,1,0,1
9272,9272,0,0,0,0,0
9273,9273,0,1,0,1,0
9274,9274,0,0,0,0,0
9275,9275,0,1,0,1,0
9276,9276,0,0,0,0,0
9277,9277,0,1,0,1,0
9278,9278,0,0,0,0,0
9279,9279,0,1,0,1,0
9280,9280,0,0,0,0,0
9281,9281,0,1,0,1,0
9282,9282,0,0,0,0,0
9283,9283,0,1,0,1,0
9284,9284,0,0,0,0,0
9285,9285,0,1,0,1,0
9286,9286,0,0,0,0,0
9287,9287,0,1,0,1,0
9288,9288,0,0,0,0,0
9289,9289,0,1,1,1,0
9290,9290,0,0,1,0,0
9291,9291,0,0,1,0,1
9292,9292,0,0,0,0,0
9293,9293,0,1,0,1,0
9294,9294,0,0,0,0,0
9295,9295,0,1,0,1,0
9296,9296,0,0,0,0,0
9297,9297,0,1,0,1,0
9298,9298,0,0,0,0,0
9299,9299,0,1,0,1,0
9300,9300,0,0,0,0,0
9301,9301,0,1,0,1,0
9302,9302,0,0,0,0,0
9303,9303,0,1,0,1,0
9304,9304,0,0,0,0,0
9305,9305,0,1,0,1,0
9306,9306,0,0,0,0,0
9307,9307,0,1,0,1,0
9308,9308,0,0,0,0,0
9309,9309,0,1,1,1,0
9310,9310,0,0,1,0,0
9311,9311,0,0,1,0,1
9312,9312,0,0,0,0,0
9313,9313,0,1,0,1,0
9314,9314,0,1,1,1,1
9315,9315,0,1,0,1,0
9316,9316,0,0,0,0,0
9317,9317,0,1,0,1,0
9318,9318,0,0,0,0,0
9319,9319,0,0,1,0,1
9320,9320,0,1,1,1,1
9321,9321,0,0,1,0,1
9322,9322,0,0,0,0,0
9323,9323,0,1,0,1,0
9324,9324,0,0,0,0,0
9325,9325,0,1,0,1,0
9326,9326,0,0,0,0,0
9327,9327,0,0,1,0,1
9328,9328,0,1,1,1,1
9329,9329,0,0,1,0,1
9330,9330,0,0,0,0,0
9331,9331,0,1,0,1,0
9332,9332,0,0,0,0,0
9333,9333,0,0,1,0,1
9334,9334,0,1,1,1,1
9335,9335,0,0,1,0,1
9336,9336,0,0,0,0,0
9337,9337,0,1,0,1,0
9338,9338,0,0,0,0,0
9339,9339,0,1,1,1,0
9340,9340,0,0,1,0,0
9341,9341,0,0,1,0,1
9342,9342,0,0,0,0,0
9343,9343,0,1,0,1,0
9344,9344,0,0,0,0,0
9345,9345,0,1,0,1,0
9346,9346,0,0,0,0,0
9347,9347,0,1,0,1,0
9348,9348,0,0,0,0,0
9349,9349,0,1,0,1,0
9350,9350,0,0,0,0,0
9351,9351,0,1,0,1,0
9352,9352,0,0,0,0,0
9353,9353,0,1,0,1,0
9354,9354,0,0,0,0,0
9355,9355,0,0,1,0,1
9356,9356,0,1,1,1,1
9357,9357,0,0,1,0,1
9358,9358,0,0,0,0,0
9359,9359,0,1,0,1,0
9360,9360,0,0,0,0,0
9361,9361,0,1,1,1,0
9362,9362,0,0,1,0,0
9363,9363,0,0,1,0,1
9364,9364,0,0,0,0,0
9365,9365,0,1,0,1,0
9366,9366,0,0,0,0,0
9367,9367,0,0,1,0,1
9368,9368,0,1,1,1,1
9369,9369,0,0,1,0,1
9370,9370,0,0,0,0,0
9371,9371,0,1,0,1,0
9372,9372,0,0,0,0,0
9373,9373,0,1,0,1,0
9374,9374,0,0,0,0,0
9375,9375,0,0,1,0,1
9376,9376,0,1,1,1,1
9377,9377,0,0,1,0,1
9378,9378,0,0,0,0,0
9379,9379,0,1,0,1,0
9380,9380,0,0,0,0,0
9381,9381,0,1,0,1,0
9382,9382,0,0,0,0,0
9383,9383,0,1,0,1,0
9384,9384,0,0,0,0,0
9385,9385,0,1,1,1,0
9386,9386,0,0,1,0,0
9387,9387,0,0,1,0,1
9388,9388,0,0,0,0,0
9389,9389,0,1,0,1,0
9390,9390,0,0,0,0,0
9391,9391,0,0,1,0,1
9392,9392,0,1,1,1,1
9393,9393,0,0,1,0,1
9394,9394,0,0,0,0,0
9395,9395,0,1,0,1,0
9396,9396,0,0,0,0,0
9397,9397,0,1,0,1,0
9398,9398,0,0,0,0,0
9399,9399,0,0,1,0,1
9400,9400,0,1,1,1,1
9401,9401,0,0,1,0,1
9402,9402,0,0,0,0,0
9403,9403,0,1,0,1,0
9404,9404,0,0,0,0,0
9405,9405,0,1,0,1,0
9406,9406,0,0,0,0,0
9407,9407,0,1,0,1,0
9408,9408,0,0,0,0,0
9409,9409,0,1,1,1,0
9410,9410,0,0,1,0,0
9411,9411,0,0,1,0,1
9412,9412,0,0,0,0,0
9413,9413,0,1,0,1,0
9414,9414,0,1,1,1,1
9415,9415,0,1,0,1,0
9416,9416,0,0,0,0,0
9417,9417,0,1,0,1,0
9418,9418,0,0,0,0,0
9419,9419,0,0,1,0,1
9420,9420,0,1,1,1,1
9421,9421,0,0,1,0,1
9422,9422,0,0,0,0,0
9423,9423,0,1,0,1,0
9424,9424,0,0,0,0,0
9425,9425,0,1,0,1,0
9426,9426,0,0,0,0,0
9427,9427,0,0,1,0,1
9428,9428,0,1,1,1,1
9429,9429,0,0,1,0,1
9430,9430,0,0,0,0,0
9431,9431,0,1,0,1,0
9432,9432,0,0,0,0,0
9433,9433,0,0,1,0,1
9434,9434,0,1,1,1,1
9435,9435,0,0,1,0,1
9436,9436,0,0,0,0,0
9437,9437,0,1,0,1,0
9438,9438,0,0,0,0,0
9439,9439,0,1,1,1,0
9440,9440,0,0,1,0,0
9441,9441,0,0,1,0,1
9442,9442,0,0,0,0,0
9443,9443,0,1,0,1,0
9444,9444,0,0,0,0,0
9445,9445,0,1,0,1,0
9446,9446,0,0,0,0,0
9447,9447,0,1,0,1,0
9448,9448,0,0,0,0,0
9449,9449,0,1,0,1,0
9450,9450,0,0,0,0,0
9451,9451,0,1,0,1,0
9452,9452,0,0,0,0,0
9453,9453,0,1,0,1,0
9454,9454,0,0,0,0,0
9455,9455,0,0,1,0,1
9456,9456,0,1,1,1,1
9457,9457,0,0,1,0,1
9458,9458,0,0,0,0,0
9459,9459,0,1,0,1,0
9460,9460,0,0,0,0,0
9461,9461,0,1,1,1,0
9462,9462,0,0,1,0,0
9463,9463,0,0,1,0,1
9464,9464,0,0,0,0,0
9465,9465,0,1,0,1,0
9466,9466,0,0,0,0,0
9467,9467,0,1,0,1,0
9468,9468,0,0,0,0,0
9469,9469,0,1,0,1,0
9470,9470,0,0,0,0,0
9471,9471,0,1,0,1,0
9472,9472,0,0,0,0,0
9473,9473,0,1,0,1,0
9474,9474,0,0,0,0,0
9475,9475,0,1,0,1,0
9476,9476,0,0,0,0,0
9477,9477,0,1,0,1,0
9478,9478,0,0,0,0,0
9479,9479,0,1,0,1,0
9480,9480,0,0,0,0,0
9481,9481,0,1,1,1,0
9482,9482,0,0,1,0,0
9483,9483,0,0,1,0,1
9484,9484,0,0,0,0,0
9485,9485,0,1,0,1,0
9486,9486,0,0,0,0,0
9487,9487,0,1,0,1,0
9488,9488,0,0,0,0,0
9489,9489,0,1,0,1,0
9490,9490,0,0,0,0,0
9491,9491,0,1,0,1,0
9492,9492,0,0,0,0,0
9493,9493,0,1,0,1,0
9494,9494,0,0,0,0,0
9495,9495,0,1,0,1,0
9496,9496,0,0,0,0,0
9497,9497,0,1,0,1,0
9498,9498,0,0,0,0,0
9499,9499,0,1,0,1,0
9500,9500,0,0,0,0,0
9501,9501,0,1,1,1,0
9502,9502,0,0,1,0,0
9503,9503,0,0,1,0,1
9504,9504,0,0,0,0,0
9505,9505,0,1,0,1,0
9506,9506,0,1,1,1,1
9507,9507,0,1,0,1,0
9508,9508,0,0,0,0,0
9509,9509,0,1,0,1,0
9510,9510,0,0,0,0,0
9511,9511,0,0,1,0,1
9512,9512,0,1,1,1,1
9513,9513,0,0,1,0,1
9514,9514,0,0,0,0,0
9515,9515,0,1,0,1,0
9516,9516,0,0,0,0,0
9517,9517,0,1,0,1,0
9518,9518,0,0,0,0,0
9519,9519,0,0,1,0,1
9520,9520,0,1,1,1,1
9521,9521,0,0,1,0,1
9522,9522,0,1,1,1,1
9523,9523,0,0,1,0,1
9524,9524,0,0,0,0,0
9525,9525,0,1,0,1,0
9526,9526,0,0,0,0,0
9527,9527,0,1,0,1,0
9528,9528,0,0,0,0,0
9529,9529,0,1,1,1,0
9530,9530,0,0,1,0,0
9531,9531,0,0,1,0,1
9532,9532,0,0,0,0,0
9533,9533,0,1,0,1,0
9534,9534,0,0,0,0,0
9535,9535,0,1,0,1,0
9536,9536,0,0,0,0,0
9537,9537,0,1,0,1,0
9538,9538,0,0,0,0,0
9539,9539,0,1,0,1,0
9540,9540,0,0,0,0,0
9541,9541,0,1,0,1,0
9542,9542,0,0,0,0,0
9543,9543,0,1,0,1,0
9544,9544,0,0,0,0,0
9545,9545,0,0,1,0,1
9546,9546,0,1,1,1,1
9547,9547,0,0,1,0,1
9548,9548,0,0,0,0,0
9549,9549,0,1,0,1,0
9550,9550,0,0,0,0,0
9551,9551,0,1,1,1,0
9552,9552,0,0,1,0,0
9553,9553,0,0,1,0,1
9554,9554,0,0,0,0,0
9555,9555,0,1,0,1,0
9556,9556,0,0,0,0,0
9557,9557,0,1,0,1,0
9558,9558,0,0,0,0,0
9559,9559,0,1,0,1,0
9560,9560,0,0,0,0,0
9561,9561,0,0,1,0,1
9562,9562,0,1,1,1,1
9563,9563,0,0,1,0,1
9564,9564,0,0,0,0,0
9565,9565,0,1,0,1,0
9566,9566,0,0,0,0,0
9567,9567,0,1,0,1,0
9568,9568,0,0,0,0,0
9569,9569,0,1,0,1,0
9570,9570,0,0,0,0,0
9571,9571,0,1,0,1,0
9572,9572,0,0,0,0,0
9573,9573,0,1,1,1,0
9574,9574,0,0,1,0,0
9575,9575,0,0,1,0,1
9576,9576,0,0,0,0,0
9577,9577,0,1,0,1,0
9578,9578,0,0,0,0,0
9579,9579,0,1,0,1,0
9580,9580,0,0,0,0,0
9581,9581,0,1,0,1,0
9582,9582,0,0,0,0,0
9583,9583,0,0,1,0,1
9584,9584,0,1,1,1,1
9585,9585,0,0,1,0,1
9586,9586,0,1,1,1,1
9587,9587,0,0,1,0,1
9588,9588,0,0,0,0,0
9589,9589,0,1,0,1,0
9590,9590,0,0,0,0,0
9591,9591,0,0,1,0,1
9592,9592,0,1,1,1,1
9593,9593,0,0,1,0,1
9594,9594,0,1,1,1,1
9595,9595,0,0,1,0,1
9596,9596,0,0,1,0,0
9597,9597,0,1,1,1,0
9598,9598,0,0,1,0,0
9599,9599,0,0,1,0,1
9600,9600,0,0,0,0,0
9601,9601,0,1,0,1,0
9602,9602,0,1,1,1,1
9603,9603,0,1,0,1,0
9604,9604,0,0,0,0,0
9605,9605,0,1,0,1,0
9606,9606,0,0,0,0,0
9607,9607,0,0,1,0,1
9608,9608,0,1,1,1,1
9609,9609,0,0,1,0,1
9610,9610,0,0,0,0,0
9611,9611,0,1,0,1,0
9612,9612,0,0,0,0,0
9613,9613,0,1,0,1,0
9614,9614,0,0,0,0,0
9615,9615,0,0,1,0,1
9616,9616,0,1,1,1,1
9617,9617,0,0,1,0,1
9618,9618,0,1,1,1,1
9619,9619,0,0,1,0,1
9620,9620,0,0,0,0,0
9621,9621,0,1,0,1,0
9622,9622,0,0,0,0,0
9623,9623,0,1,0,1,0
9624,9624,0,0,0,0,0
9625,9625,0,1,1,1,0
9626,9626,0,0,1,0,0
9627,9627,0,0,1,0,1
9628,9628,0,0,0,0,0
9629,9629,0,1,0,1,0
9630,9630,0,0,0,0,0
9631,9631,0,1,0,1,0
9632,9632,0,0,0,0,0
9633,9633,0,1,0,1,0
9634,9634,0,0,0,0,0
9635,9635,0,1,0,1,0
9636,9636,0,0,0,0,0
9637,9637,0,1,0,1,0
9638,9638,0,0,0,0,0
9639,9639,0,1,0,1,0
9640,9640,0,0,0,0,0
9641,9641,0,0,1,0,1
9642,9642,0,1,1,1,1
9643,9643,0,0,1,0,1
9644,9644,0,0,0,0,0
9645,9645,0,1,0,1,0
9646,9646,0,0,0,0,0
9647,9647,0,1,1,1,0
9648,9648,0,0,1,0,0
9649,9649,0,0,1,0,1
9650,9650,0,1,1,1,1
9651,9651,0,0,1,0,1
9652,9652,0,0,0,0,0
9653,9653,0,1,0,1,0
9654,9654,0,0,0,0,0
9655,9655,0,1,0,1,0
9656,9656,0,0,0,0,0
9657,9657,0,0,1,0,1
9658,9658,0,1,1,1,1
9659,9659,0,0,1,0,1
9660,9660,0,0,0,0,0
9661,9661,0,1,0,1,0
9662,9662,0,0,0,0,0
9663,9663,0,1,0,1,0
9664,9664,0,0,0,0,0
9665,9665,0,1,0,1,0
9666,9666,0,0,0,0,0
9667,9667,0,1,0,1,0
9668,9668,0,0,0,0,0
9669,9669,0,1,1,1,0
9670,9670,0,0,1,0,0
9671,9671,0,0,1,0,1
9672,9672,0,0,0,0,0
9673,9673,0,1,0,1,0
9674,9674,0,0,0,0,0
9675,9675,0,1,0,1,0
9676,9676,0,0,0,0,0
9677,9677,0,1,0,1,0
9678,9678,0,0,0,0,0
9679,9679,0,0,1,0,1
9680,9680,0,1,1,1,1
9681,9681,0,0,1,0,1
9682,9682,0,1,1,1,1
9683,9683,0,0,1,0,1
9684,9684,0,0,0,0,0
9685,9685,0,1,0,1,0
9686,9686,0,0,0,0,0
9687,9687,0,0,1,0,1
9688,9688,0,1,1,1,1
9689,9689,0,0,1,0,1
9690,9690,0,1,1,1,1
9691,9691,0,0,1,0,1
9692,9692,0,0,1,0,0
9693,9693,0,1,1,1,0
9694,9694,0,0,1,0,0
9695,9695,0,0,1,0,1
9696,9696,0,0,0,0,0
9697,9697,0,1,0,1,0
9698,9698,0,1,1,1,1
9699,9699,0,1,0,1,0
9700,9700,0,0,0,0,0
9701,9701,0,1,0,1,0
9702,9702,0,0,0,0,0
9703,9703,0,0,1,0,1
9704,9704,0,1,1,1,1
9705,9705,0,0,1,0,1
9706,9706,0,0,0,0,0
9707,9707,0,1,0,1,0
9708,9708,0,0,0,0,0
9709,9709,0,1,0,1,0
9710,9710,0,0,0,0,0
9711,9711,0,0,1,0,1
9712,9712,0,1,1,1,1
9713,9713,0,0,1,0,1
9714,9714,0,1,1,1,1
9715,9715,0,0,1,0,1
9716,9716,0,0,0,0,0
9717,9717,0,1,0,1,0
9718,9718,0,0,0,0,0
9719,9719,0,1,0,1,0
9720,9720,0,0,0,0,0
9721,9721,0,1,1,1,0
9722,9722,0,0,1,0,0
9723,9723,0,0,1,0,1
9724,9724,0,0,0,0,0
9725,9725,0,1,0,1,0
9726,9726,0,0,0,0,0
9727,9727,0,1,0,1,0
9728,9728,0,0,0,0,0
9729,9729,0,1,0,1,0
9730,9730,0,0,0,0,0
9731,9731,0,1,0,1,0
9732,9732,0,0,0,0,0
9733,9733,0,1,0,1,0
9734,9734,0,0,0,0,0
9735,9735,0,1,0,1,0
9736,9736,0,0,0,0,0
9737,9737,0,0,1,0,1
9738,9738,0,1,1,1,1
9739,9739,0,0,1,0,1
9740,9740,0,0,0,0,0
9741,9741,0,1,0,1,0
9742,9742,0,0,0,0,0
9743,9743,0,1,1,1,0
9744,9744,0,0,1,0,0
9745,9745,0,0,1,0,1
9746,9746,0,0,0,0,0
9747,9747,0,1,0,1,0
9748,9748,0,0,0,0,0
9749,9749,0,1,0,1,0
9750,9750,0,0,0,0,0
9751,9751,0,1,0,1,0
9752,9752,0,0,0,0,0
9753,9753,0,0,1,0,1
9754,9754,0,1,1,1,1
9755,9755,0,0,1,0,1
9756,9756,0,0,0,0,0
9757,9757,0,1,0,1,0
9758,9758,0,0,0,0,0
9759,9759,0,1,0,1,0
9760,9760,0,0,0,0,0
9761,9761,0,1,0,1,0
