Sample in Buffer,Sample in Window,TRIGGER,soc_i/axi_rffe_iic_o_i2c_scl_tx,soc_i/axi_rffe_iic_o_i2c_sda_tx,soc_i/i_i2c_scl_rx_1,soc_i/i_i2c_sda_rx_1
0,0,0,0,1,0,1
1,1,0,0,0,0,0
2,2,0,1,0,1,0
3,3,0,1,1,1,1
4,4,0,1,0,1,0
5,5,0,0,0,0,0
6,6,0,1,0,1,0
7,7,0,0,0,0,0
8,8,0,0,1,0,1
9,9,0,1,1,1,1
10,10,0,0,1,0,1
11,11,0,0,0,0,0
12,12,0,1,0,1,0
13,13,0,0,0,0,0
14,14,0,1,0,1,0
15,15,0,0,0,0,0
16,16,0,0,1,0,1
17,17,0,1,1,1,1
18,18,0,0,1,0,1
19,19,0,1,1,1,1
20,20,0,0,1,0,1
21,21,0,0,0,0,0
22,22,0,1,0,1,0
23,23,0,0,0,0,0
24,24,0,1,0,1,0
25,25,0,0,0,0,0
26,26,0,1,1,1,0
27,27,0,0,1,0,0
28,28,0,0,1,0,1
29,29,0,0,0,0,0
30,30,0,1,0,1,0
31,31,0,0,0,0,0
32,32,0,1,0,1,0
33,33,0,0,0,0,0
34,34,0,1,0,1,0
35,35,0,0,0,0,0
36,36,0,1,0,1,0
37,37,0,0,0,0,0
38,38,0,1,0,1,0
39,39,0,0,0,0,0
40,40,0,1,0,1,0
41,41,0,0,0,0,0
42,42,0,0,1,0,1
43,43,0,1,1,1,1
44,44,0,0,1,0,1
45,45,0,0,0,0,0
46,46,0,1,0,1,0
47,47,0,0,0,0,0
48,48,0,1,1,1,0
49,49,0,0,1,0,0
50,50,0,0,1,0,1
51,51,0,1,1,1,1
52,52,0,0,1,0,1
53,53,0,0,0,0,0
54,54,0,1,0,1,0
55,55,0,0,0,0,0
56,56,0,0,1,0,1
57,57,0,1,1,1,1
58,58,0,0,1,0,1
59,59,0,0,0,0,0
60,60,0,1,0,1,0
61,61,0,0,0,0,0
62,62,0,1,0,1,0
63,63,0,0,0,0,0
64,64,0,1,0,1,0
65,65,0,0,0,0,0
66,66,0,1,0,1,0
67,67,0,0,0,0,0
68,68,0,1,0,1,0
69,69,0,0,0,0,0
70,70,0,1,1,1,0
71,71,0,0,1,0,0
72,72,0,0,1,0,1
73,73,0,0,0,0,0
74,74,0,1,0,1,0
75,75,0,0,0,0,0
76,76,0,1,0,1,0
77,77,0,0,0,0,0
78,78,0,1,0,1,0
79,79,0,0,0,0,0
80,80,0,0,1,0,1
81,81,0,1,1,1,1
82,82,0,0,1,0,1
83,83,0,1,1,1,1
84,84,0,0,1,0,1
85,85,0,0,0,0,0
86,86,0,1,0,1,0
87,87,0,0,0,0,0
88,88,0,0,1,0,1
89,89,0,1,1,1,1
90,90,0,0,1,0,1
91,91,0,1,1,1,1
92,92,0,0,1,0,1
93,93,0,0,1,0,0
94,94,0,1,1,1,0
95,95,0,0,1,0,0
96,96,0,0,1,0,1
97,97,0,0,0,0,0
98,98,0,1,0,1,0
99,99,0,1,1,1,1
100,100,1,1,0,1,1
101,101,0,1,0,1,0
102,102,0,0,0,0,0
103,103,0,1,0,1,0
104,104,0,0,0,0,0
105,105,0,0,1,0,1
106,106,0,1,1,1,1
107,107,0,0,1,0,1
108,108,0,0,0,0,0
109,109,0,1,0,1,0
110,110,0,0,0,0,0
111,111,0,1,0,1,0
112,112,0,0,0,0,0
113,113,0,0,1,0,1
114,114,0,1,1,1,1
115,115,0,0,1,0,1
116,116,0,1,1,1,1
117,117,0,0,1,0,1
118,118,0,0,0,0,0
119,119,0,1,0,1,0
120,120,0,0,0,0,0
121,121,0,1,0,1,0
122,122,0,0,0,0,0
123,123,0,1,1,1,0
124,124,0,0,1,0,0
125,125,0,0,1,0,1
126,126,0,0,0,0,0
127,127,0,1,0,1,0
128,128,0,0,0,0,0
129,129,0,1,0,1,0
130,130,0,0,0,0,0
131,131,0,1,0,1,0
132,132,0,0,0,0,0
133,133,0,1,0,1,0
134,134,0,0,0,0,0
135,135,0,1,0,1,0
136,136,0,0,0,0,0
137,137,0,1,0,1,0
138,138,0,0,0,0,0
139,139,0,0,1,0,1
140,140,0,1,1,1,1
141,141,0,0,1,0,1
142,142,0,0,0,0,0
143,143,0,1,0,1,0
144,144,0,0,0,0,0
145,145,0,1,1,1,0
146,146,0,0,1,0,0
147,147,0,0,1,0,1
148,148,0,0,0,0,0
149,149,0,1,0,1,0
150,150,0,0,0,0,0
151,151,0,1,0,1,0
152,152,0,0,0,0,0
153,153,0,0,1,0,1
154,154,0,1,1,1,1
155,155,0,0,1,0,1
156,156,0,0,0,0,0
157,157,0,1,0,1,0
158,158,0,0,0,0,0
159,159,0,1,0,1,0
160,160,0,0,0,0,0
161,161,0,1,0,1,0
162,162,0,0,0,0,0
163,163,0,1,0,1,0
164,164,0,0,0,0,0
165,165,0,1,0,1,0
166,166,0,0,0,0,0
167,167,0,1,1,1,0
168,168,0,0,1,0,0
169,169,0,0,1,0,1
170,170,0,0,0,0,0
171,171,0,1,0,1,0
172,172,0,0,0,0,0
173,173,0,1,0,1,0
174,174,0,0,0,0,0
175,175,0,1,0,1,0
176,176,0,0,0,0,0
177,177,0,0,1,0,1
178,178,0,1,1,1,1
179,179,0,0,1,0,1
180,180,0,1,1,1,1
181,181,0,0,1,0,1
182,182,0,0,0,0,0
183,183,0,1,0,1,0
184,184,0,0,0,0,0
185,185,0,0,1,0,1
186,186,0,1,1,1,1
187,187,0,0,1,0,1
188,188,0,1,1,1,1
189,189,0,0,1,0,1
190,190,0,0,1,0,0
191,191,0,1,1,1,0
192,192,0,0,1,0,0
193,193,0,0,1,0,1
194,194,0,0,0,0,0
195,195,0,1,0,1,0
196,196,0,1,1,1,1
197,197,0,1,0,1,0
198,198,0,0,0,0,0
199,199,0,1,0,1,0
200,200,0,0,0,0,0
201,201,0,0,1,0,1
202,202,0,1,1,1,1
203,203,0,0,1,0,1
204,204,0,0,0,0,0
205,205,0,1,0,1,0
206,206,0,0,0,0,0
207,207,0,1,0,1,0
208,208,0,0,0,0,0
209,209,0,0,1,0,1
210,210,0,1,1,1,1
211,211,0,0,1,0,1
212,212,0,0,0,0,0
213,213,0,1,0,1,0
214,214,0,0,0,0,0
215,215,0,0,1,0,1
216,216,0,1,1,1,1
217,217,0,0,1,0,1
218,218,0,0,0,0,0
219,219,0,1,0,1,0
220,220,0,0,0,0,0
221,221,0,1,1,1,0
222,222,0,0,1,0,0
223,223,0,0,1,0,1
224,224,0,0,0,0,0
225,225,0,1,0,1,0
226,226,0,0,0,0,0
227,227,0,1,0,1,0
228,228,0,0,0,0,0
229,229,0,1,0,1,0
230,230,0,0,0,0,0
231,231,0,1,0,1,0
232,232,0,0,0,0,0
233,233,0,1,0,1,0
234,234,0,0,0,0,0
235,235,0,1,0,1,0
236,236,0,0,0,0,0
237,237,0,0,1,0,1
238,238,0,1,1,1,1
239,239,0,0,1,0,1
240,240,0,0,0,0,0
241,241,0,1,0,1,0
242,242,0,0,0,0,0
243,243,0,1,1,1,0
244,244,0,0,1,0,0
245,245,0,0,1,0,1
246,246,0,0,0,0,0
247,247,0,1,0,1,0
248,248,0,0,0,0,0
249,249,0,1,0,1,0
250,250,0,0,0,0,0
251,251,0,1,0,1,0
252,252,0,0,0,0,0
253,253,0,1,0,1,0
254,254,0,0,0,0,0
255,255,0,1,0,1,0
256,256,0,0,0,0,0
257,257,0,1,0,1,0
258,258,0,0,0,0,0
259,259,0,1,0,1,0
260,260,0,0,0,0,0
261,261,0,1,0,1,0
262,262,0,0,0,0,0
263,263,0,1,1,1,0
264,264,0,0,1,0,0
265,265,0,0,1,0,1
266,266,0,0,0,0,0
267,267,0,1,0,1,0
268,268,0,0,0,0,0
269,269,0,1,0,1,0
270,270,0,0,0,0,0
271,271,0,1,0,1,0
272,272,0,0,0,0,0
273,273,0,1,0,1,0
274,274,0,0,0,0,0
275,275,0,1,0,1,0
276,276,0,0,0,0,0
277,277,0,1,0,1,0
278,278,0,0,0,0,0
279,279,0,1,0,1,0
280,280,0,0,0,0,0
281,281,0,1,0,1,0
282,282,0,0,0,0,0
283,283,0,1,1,1,0
284,284,0,0,1,0,0
285,285,0,0,1,0,1
286,286,0,0,0,0,0
287,287,0,1,0,1,0
288,288,0,1,1,1,1
289,289,0,1,0,1,0
290,290,0,0,0,0,0
291,291,0,1,0,1,0
292,292,0,0,0,0,0
293,293,0,0,1,0,1
294,294,0,1,1,1,1
295,295,0,0,1,0,1
296,296,0,0,0,0,0
297,297,0,1,0,1,0
298,298,0,0,0,0,0
299,299,0,1,0,1,0
300,300,0,0,0,0,0
301,301,0,0,1,0,1
302,302,0,1,1,1,1
303,303,0,0,1,0,1
304,304,0,0,0,0,0
305,305,0,1,0,1,0
306,306,0,0,0,0,0
307,307,0,0,1,0,1
308,308,0,1,1,1,1
309,309,0,0,1,0,1
310,310,0,0,0,0,0
311,311,0,1,0,1,0
312,312,0,0,0,0,0
313,313,0,1,1,1,0
314,314,0,0,1,0,0
315,315,0,0,1,0,1
316,316,0,0,0,0,0
317,317,0,1,0,1,0
318,318,0,0,0,0,0
319,319,0,1,0,1,0
320,320,0,0,0,0,0
321,321,0,1,0,1,0
322,322,0,0,0,0,0
323,323,0,1,0,1,0
324,324,0,0,0,0,0
325,325,0,1,0,1,0
326,326,0,0,0,0,0
327,327,0,1,0,1,0
328,328,0,0,0,0,0
329,329,0,0,1,0,1
330,330,0,1,1,1,1
331,331,0,0,1,0,1
332,332,0,0,0,0,0
333,333,0,1,0,1,0
334,334,0,0,0,0,0
335,335,0,1,1,1,0
336,336,0,0,1,0,0
337,337,0,0,1,0,1
338,338,0,0,0,0,0
339,339,0,1,0,1,0
340,340,0,0,0,0,0
341,341,0,0,1,0,1
342,342,0,1,1,1,1
343,343,0,0,1,0,1
344,344,0,0,0,0,0
345,345,0,1,0,1,0
346,346,0,0,0,0,0
347,347,0,1,0,1,0
348,348,0,0,0,0,0
349,349,0,0,1,0,1
350,350,0,1,1,1,1
351,351,0,0,1,0,1
352,352,0,0,0,0,0
353,353,0,1,0,1,0
354,354,0,0,0,0,0
355,355,0,1,0,1,0
356,356,0,0,0,0,0
357,357,0,1,0,1,0
358,358,0,0,0,0,0
359,359,0,1,1,1,0
360,360,0,0,1,0,0
361,361,0,0,1,0,1
362,362,0,0,0,0,0
363,363,0,1,0,1,0
364,364,0,0,0,0,0
365,365,0,0,1,0,1
366,366,0,1,1,1,1
367,367,0,0,1,0,1
368,368,0,0,0,0,0
369,369,0,1,0,1,0
370,370,0,0,0,0,0
371,371,0,1,0,1,0
372,372,0,0,0,0,0
373,373,0,0,1,0,1
374,374,0,1,1,1,1
375,375,0,0,1,0,1
376,376,0,0,0,0,0
377,377,0,1,0,1,0
378,378,0,0,0,0,0
379,379,0,1,0,1,0
380,380,0,0,0,0,0
381,381,0,1,0,1,0
382,382,0,0,0,0,0
383,383,0,1,1,1,0
384,384,0,0,1,0,0
385,385,0,0,1,0,1
386,386,0,0,0,0,0
387,387,0,1,0,1,0
388,388,0,1,1,1,1
389,389,0,1,0,1,0
390,390,0,0,0,0,0
391,391,0,1,0,1,0
392,392,0,0,0,0,0
393,393,0,0,1,0,1
394,394,0,1,1,1,1
395,395,0,0,1,0,1
396,396,0,0,0,0,0
397,397,0,1,0,1,0
398,398,0,0,0,0,0
399,399,0,1,0,1,0
400,400,0,0,0,0,0
401,401,0,0,1,0,1
402,402,0,1,1,1,1
403,403,0,0,1,0,1
404,404,0,0,0,0,0
405,405,0,1,0,1,0
406,406,0,0,0,0,0
407,407,0,0,1,0,1
408,408,0,1,1,1,1
409,409,0,0,1,0,1
410,410,0,0,0,0,0
411,411,0,1,0,1,0
412,412,0,0,0,0,0
413,413,0,1,1,1,0
414,414,0,0,1,0,0
415,415,0,0,1,0,1
416,416,0,0,0,0,0
417,417,0,1,0,1,0
418,418,0,0,0,0,0
419,419,0,1,0,1,0
420,420,0,0,0,0,0
421,421,0,1,0,1,0
422,422,0,0,0,0,0
423,423,0,1,0,1,0
424,424,0,0,0,0,0
425,425,0,1,0,1,0
426,426,0,0,0,0,0
427,427,0,1,0,1,0
428,428,0,0,0,0,0
429,429,0,0,1,0,1
430,430,0,1,1,1,1
431,431,0,0,1,0,1
432,432,0,0,0,0,0
433,433,0,1,0,1,0
434,434,0,0,0,0,0
435,435,0,1,1,1,0
436,436,0,0,1,0,0
437,437,0,0,1,0,1
438,438,0,0,0,0,0
439,439,0,1,0,1,0
440,440,0,0,0,0,0
441,441,0,1,0,1,0
442,442,0,0,0,0,0
443,443,0,1,0,1,0
444,444,0,0,0,0,0
445,445,0,1,0,1,0
446,446,0,0,0,0,0
447,447,0,1,0,1,0
448,448,0,0,0,0,0
449,449,0,1,0,1,0
450,450,0,0,0,0,0
451,451,0,1,0,1,0
452,452,0,0,0,0,0
453,453,0,1,0,1,0
454,454,0,0,0,0,0
455,455,0,1,1,1,0
456,456,0,0,1,0,0
457,457,0,0,1,0,1
458,458,0,0,0,0,0
459,459,0,1,0,1,0
460,460,0,0,0,0,0
461,461,0,1,0,1,0
462,462,0,0,0,0,0
463,463,0,1,0,1,0
464,464,0,0,0,0,0
465,465,0,1,0,1,0
466,466,0,0,0,0,0
467,467,0,1,0,1,0
468,468,0,0,0,0,0
469,469,0,1,0,1,0
470,470,0,0,0,0,0
471,471,0,1,0,1,0
472,472,0,0,0,0,0
473,473,0,1,0,1,0
474,474,0,0,0,0,0
475,475,0,1,1,1,0
476,476,0,0,1,0,0
477,477,0,0,1,0,1
478,478,0,0,0,0,0
479,479,0,1,0,1,0
480,480,0,1,1,1,1
481,481,0,1,0,1,0
482,482,0,0,0,0,0
483,483,0,1,0,1,0
484,484,0,0,0,0,0
485,485,0,0,1,0,1
486,486,0,1,1,1,1
487,487,0,0,1,0,1
488,488,0,0,0,0,0
489,489,0,1,0,1,0
490,490,0,0,0,0,0
491,491,0,1,0,1,0
492,492,0,0,0,0,0
493,493,0,0,1,0,1
494,494,0,1,1,1,1
495,495,0,0,1,0,1
496,496,0,1,1,1,1
497,497,0,0,1,0,1
498,498,0,0,0,0,0
499,499,0,1,0,1,0
500,500,0,0,0,0,0
501,501,0,1,0,1,0
502,502,0,0,0,0,0
503,503,0,1,1,1,0
504,504,0,0,1,0,0
505,505,0,0,1,0,1
506,506,0,0,0,0,0
507,507,0,1,0,1,0
508,508,0,0,0,0,0
509,509,0,1,0,1,0
510,510,0,0,0,0,0
511,511,0,1,0,1,0
512,512,0,0,0,0,0
513,513,0,1,0,1,0
514,514,0,0,0,0,0
515,515,0,1,0,1,0
516,516,0,0,0,0,0
517,517,0,1,0,1,0
518,518,0,0,0,0,0
519,519,0,0,1,0,1
520,520,0,1,1,1,1
521,521,0,0,1,0,1
522,522,0,0,0,0,0
523,523,0,1,0,1,0
524,524,0,0,0,0,0
525,525,0,1,1,1,0
526,526,0,0,1,0,0
527,527,0,0,1,0,1
528,528,0,0,0,0,0
529,529,0,1,0,1,0
530,530,0,0,0,0,0
531,531,0,1,0,1,0
532,532,0,0,0,0,0
533,533,0,1,0,1,0
534,534,0,0,0,0,0
535,535,0,0,1,0,1
536,536,0,1,1,1,1
537,537,0,0,1,0,1
538,538,0,0,0,0,0
539,539,0,1,0,1,0
540,540,0,0,0,0,0
541,541,0,1,0,1,0
542,542,0,0,0,0,0
543,543,0,1,0,1,0
544,544,0,0,0,0,0
545,545,0,1,0,1,0
546,546,0,0,0,0,0
547,547,0,1,1,1,0
548,548,0,0,1,0,0
549,549,0,0,1,0,1
550,550,0,0,0,0,0
551,551,0,1,0,1,0
552,552,0,0,0,0,0
553,553,0,1,0,1,0
554,554,0,0,0,0,0
555,555,0,1,0,1,0
556,556,0,0,0,0,0
557,557,0,0,1,0,1
558,558,0,1,1,1,1
559,559,0,0,1,0,1
560,560,0,1,1,1,1
561,561,0,0,1,0,1
562,562,0,0,0,0,0
563,563,0,1,0,1,0
564,564,0,0,0,0,0
565,565,0,0,1,0,1
566,566,0,1,1,1,1
567,567,0,0,1,0,1
568,568,0,1,1,1,1
569,569,0,0,1,0,1
570,570,0,0,1,0,0
571,571,0,1,1,1,0
572,572,0,0,1,0,0
573,573,0,0,1,0,1
574,574,0,0,0,0,0
575,575,0,1,0,1,0
576,576,0,1,1,1,1
577,577,0,1,0,1,0
578,578,0,0,0,0,0
579,579,0,1,0,1,0
580,580,0,0,0,0,0
581,581,0,0,1,0,1
582,582,0,1,1,1,1
583,583,0,0,1,0,1
584,584,0,0,0,0,0
585,585,0,1,0,1,0
586,586,0,0,0,0,0
587,587,0,1,0,1,0
588,588,0,0,0,0,0
589,589,0,0,1,0,1
590,590,0,1,1,1,1
591,591,0,0,1,0,1
592,592,0,1,1,1,1
593,593,0,0,1,0,1
594,594,0,0,0,0,0
595,595,0,1,0,1,0
596,596,0,0,0,0,0
597,597,0,1,0,1,0
598,598,0,0,0,0,0
599,599,0,1,1,1,0
600,600,0,0,1,0,0
601,601,0,0,1,0,1
602,602,0,0,0,0,0
603,603,0,1,0,1,0
604,604,0,0,0,0,0
605,605,0,1,0,1,0
606,606,0,0,0,0,0
607,607,0,1,0,1,0
608,608,0,0,0,0,0
609,609,0,1,0,1,0
610,610,0,0,0,0,0
611,611,0,1,0,1,0
612,612,0,0,0,0,0
613,613,0,1,0,1,0
614,614,0,0,0,0,0
615,615,0,0,1,0,1
616,616,0,1,1,1,1
617,617,0,0,1,0,1
618,618,0,0,0,0,0
619,619,0,1,0,1,0
620,620,0,0,0,0,0
621,621,0,1,1,1,0
622,622,0,0,1,0,0
623,623,0,0,1,0,1
624,624,0,1,1,1,1
625,625,0,0,1,0,1
626,626,0,0,0,0,0
627,627,0,1,0,1,0
628,628,0,0,0,0,0
629,629,0,1,0,1,0
630,630,0,0,0,0,0
631,631,0,0,1,0,1
632,632,0,1,1,1,1
633,633,0,0,1,0,1
634,634,0,0,0,0,0
635,635,0,1,0,1,0
636,636,0,0,0,0,0
637,637,0,1,0,1,0
638,638,0,0,0,0,0
639,639,0,1,0,1,0
640,640,0,0,0,0,0
641,641,0,1,0,1,0
642,642,0,0,0,0,0
643,643,0,1,1,1,0
644,644,0,0,1,0,0
645,645,0,0,1,0,1
646,646,0,0,0,0,0
647,647,0,1,0,1,0
648,648,0,0,0,0,0
649,649,0,1,0,1,0
650,650,0,0,0,0,0
651,651,0,1,0,1,0
652,652,0,0,0,0,0
653,653,0,0,1,0,1
654,654,0,1,1,1,1
655,655,0,0,1,0,1
656,656,0,1,1,1,1
657,657,0,0,1,0,1
658,658,0,0,0,0,0
659,659,0,1,0,1,0
660,660,0,0,0,0,0
661,661,0,0,1,0,1
662,662,0,1,1,1,1
663,663,0,0,1,0,1
664,664,0,1,1,1,1
665,665,0,0,1,0,1
666,666,0,0,1,0,0
667,667,0,1,1,1,0
668,668,0,0,1,0,0
669,669,0,0,1,0,1
670,670,0,0,0,0,0
671,671,0,1,0,1,0
672,672,0,1,1,1,1
673,673,0,1,0,1,0
674,674,0,0,0,0,0
675,675,0,1,0,1,0
676,676,0,0,0,0,0
677,677,0,0,1,0,1
678,678,0,1,1,1,1
679,679,0,0,1,0,1
680,680,0,0,0,0,0
681,681,0,1,0,1,0
682,682,0,0,0,0,0
683,683,0,1,0,1,0
684,684,0,0,0,0,0
685,685,0,0,1,0,1
686,686,0,1,1,1,1
687,687,0,0,1,0,1
688,688,0,1,1,1,1
689,689,0,0,1,0,1
690,690,0,0,0,0,0
691,691,0,1,0,1,0
692,692,0,0,0,0,0
693,693,0,1,0,1,0
694,694,0,0,0,0,0
695,695,0,1,1,1,0
696,696,0,0,1,0,0
697,697,0,0,1,0,1
698,698,0,0,0,0,0
699,699,0,1,0,1,0
700,700,0,0,0,0,0
701,701,0,1,0,1,0
702,702,0,0,0,0,0
703,703,0,1,0,1,0
704,704,0,0,0,0,0
705,705,0,1,0,1,0
706,706,0,0,0,0,0
707,707,0,1,0,1,0
708,708,0,0,0,0,0
709,709,0,1,0,1,0
710,710,0,0,0,0,0
711,711,0,0,1,0,1
712,712,0,1,1,1,1
713,713,0,0,1,0,1
714,714,0,0,0,0,0
715,715,0,1,0,1,0
716,716,0,0,0,0,0
717,717,0,1,1,1,0
718,718,0,0,1,0,0
719,719,0,0,1,0,1
720,720,0,0,0,0,0
721,721,0,1,0,1,0
722,722,0,0,0,0,0
723,723,0,1,0,1,0
724,724,0,0,0,0,0
725,725,0,1,0,1,0
726,726,0,0,0,0,0
727,727,0,0,1,0,1
728,728,0,1,1,1,1
729,729,0,0,1,0,1
730,730,0,0,0,0,0
731,731,0,1,0,1,0
732,732,0,0,0,0,0
733,733,0,1,0,1,0
734,734,0,0,0,0,0
735,735,0,1,0,1,0
736,736,0,0,0,0,0
737,737,0,1,0,1,0
738,738,0,0,0,0,0
739,739,0,1,1,1,0
740,740,0,0,1,0,0
741,741,0,0,1,0,1
742,742,0,0,0,0,0
743,743,0,1,0,1,0
744,744,0,0,0,0,0
745,745,0,1,0,1,0
746,746,0,0,0,0,0
747,747,0,1,0,1,0
748,748,0,0,0,0,0
749,749,0,0,1,0,1
750,750,0,1,1,1,1
751,751,0,0,1,0,1
752,752,0,1,1,1,1
753,753,0,0,1,0,1
754,754,0,0,0,0,0
755,755,0,1,0,1,0
756,756,0,0,0,0,0
757,757,0,0,1,0,1
758,758,0,1,1,1,1
759,759,0,0,1,0,1
760,760,0,1,1,1,1
761,761,0,0,1,0,1
762,762,0,0,1,0,0
763,763,0,1,1,1,0
764,764,0,0,1,0,0
765,765,0,0,1,0,1
766,766,0,0,0,0,0
767,767,0,1,0,1,0
768,768,0,1,1,1,1
769,769,0,1,0,1,0
770,770,0,0,0,0,0
771,771,0,1,0,1,0
772,772,0,0,0,0,0
773,773,0,0,1,0,1
774,774,0,1,1,1,1
775,775,0,0,1,0,1
776,776,0,0,0,0,0
777,777,0,1,0,1,0
778,778,0,0,0,0,0
779,779,0,1,0,1,0
780,780,0,0,0,0,0
781,781,0,0,1,0,1
782,782,0,1,1,1,1
783,783,0,0,1,0,1
784,784,0,0,0,0,0
785,785,0,1,0,1,0
786,786,0,0,0,0,0
787,787,0,0,1,0,1
788,788,0,1,1,1,1
789,789,0,0,1,0,1
790,790,0,0,0,0,0
791,791,0,1,0,1,0
792,792,0,0,0,0,0
793,793,0,1,1,1,0
794,794,0,0,1,0,0
795,795,0,0,1,0,1
796,796,0,0,0,0,0
797,797,0,1,0,1,0
798,798,0,0,0,0,0
799,799,0,1,0,1,0
800,800,0,0,0,0,0
801,801,0,1,0,1,0
802,802,0,0,0,0,0
803,803,0,1,0,1,0
804,804,0,0,0,0,0
805,805,0,1,0,1,0
806,806,0,0,0,0,0
807,807,0,1,0,1,0
808,808,0,0,0,0,0
809,809,0,0,1,0,1
810,810,0,1,1,1,1
811,811,0,0,1,0,1
812,812,0,0,0,0,0
813,813,0,1,0,1,0
814,814,0,0,0,0,0
815,815,0,1,1,1,0
816,816,0,0,1,0,0
817,817,0,0,1,0,1
818,818,0,0,0,0,0
819,819,0,1,0,1,0
820,820,0,0,0,0,0
821,821,0,1,0,1,0
822,822,0,0,0,0,0
823,823,0,1,0,1,0
824,824,0,0,0,0,0
825,825,0,1,0,1,0
826,826,0,0,0,0,0
827,827,0,1,0,1,0
828,828,0,0,0,0,0
829,829,0,1,0,1,0
830,830,0,0,0,0,0
831,831,0,1,0,1,0
832,832,0,0,0,0,0
833,833,0,1,0,1,0
834,834,0,0,0,0,0
835,835,0,1,1,1,0
836,836,0,0,1,0,0
837,837,0,0,1,0,1
838,838,0,0,0,0,0
839,839,0,1,0,1,0
840,840,0,0,0,0,0
841,841,0,1,0,1,0
842,842,0,0,0,0,0
843,843,0,1,0,1,0
844,844,0,0,0,0,0
845,845,0,1,0,1,0
846,846,0,0,0,0,0
847,847,0,1,0,1,0
848,848,0,0,0,0,0
849,849,0,1,0,1,0
850,850,0,0,0,0,0
851,851,0,1,0,1,0
852,852,0,0,0,0,0
853,853,0,1,0,1,0
854,854,0,0,0,0,0
855,855,0,1,1,1,0
856,856,0,0,1,0,0
857,857,0,0,1,0,1
858,858,0,0,0,0,0
859,859,0,1,0,1,0
860,860,0,1,1,1,1
861,861,0,1,0,1,0
862,862,0,0,0,0,0
863,863,0,1,0,1,0
864,864,0,0,0,0,0
865,865,0,0,1,0,1
866,866,0,1,1,1,1
867,867,0,0,1,0,1
868,868,0,0,0,0,0
869,869,0,1,0,1,0
870,870,0,0,0,0,0
871,871,0,1,0,1,0
872,872,0,0,0,0,0
873,873,0,0,1,0,1
874,874,0,1,1,1,1
875,875,0,0,1,0,1
876,876,0,0,0,0,0
877,877,0,1,0,1,0
878,878,0,0,0,0,0
879,879,0,0,1,0,1
880,880,0,1,1,1,1
881,881,0,0,1,0,1
882,882,0,0,0,0,0
883,883,0,1,0,1,0
884,884,0,0,0,0,0
885,885,0,1,1,1,0
886,886,0,0,1,0,0
887,887,0,0,1,0,1
888,888,0,0,0,0,0
889,889,0,1,0,1,0
890,890,0,0,0,0,0
891,891,0,1,0,1,0
892,892,0,0,0,0,0
893,893,0,1,0,1,0
894,894,0,0,0,0,0
895,895,0,1,0,1,0
896,896,0,0,0,0,0
897,897,0,1,0,1,0
898,898,0,0,0,0,0
899,899,0,1,0,1,0
900,900,0,0,0,0,0
901,901,0,0,1,0,1
902,902,0,1,1,1,1
903,903,0,0,1,0,1
904,904,0,0,0,0,0
905,905,0,1,0,1,0
906,906,0,0,0,0,0
907,907,0,1,1,1,0
908,908,0,0,1,0,0
909,909,0,0,1,0,1
910,910,0,0,0,0,0
911,911,0,1,0,1,0
912,912,0,0,0,0,0
913,913,0,0,1,0,1
914,914,0,1,1,1,1
915,915,0,0,1,0,1
916,916,0,0,0,0,0
917,917,0,1,0,1,0
918,918,0,0,0,0,0
919,919,0,1,0,1,0
920,920,0,0,0,0,0
921,921,0,0,1,0,1
922,922,0,1,1,1,1
923,923,0,0,1,0,1
924,924,0,0,0,0,0
925,925,0,1,0,1,0
926,926,0,0,0,0,0
927,927,0,1,0,1,0
928,928,0,0,0,0,0
929,929,0,1,0,1,0
930,930,0,0,0,0,0
931,931,0,1,1,1,0
932,932,0,0,1,0,0
933,933,0,0,1,0,1
934,934,0,0,0,0,0
935,935,0,1,0,1,0
936,936,0,0,0,0,0
937,937,0,0,1,0,1
938,938,0,1,1,1,1
939,939,0,0,1,0,1
940,940,0,0,0,0,0
941,941,0,1,0,1,0
942,942,0,0,0,0,0
943,943,0,1,0,1,0
944,944,0,0,0,0,0
945,945,0,0,1,0,1
946,946,0,1,1,1,1
947,947,0,0,1,0,1
948,948,0,0,0,0,0
949,949,0,1,0,1,0
950,950,0,0,0,0,0
951,951,0,1,0,1,0
952,952,0,0,0,0,0
953,953,0,1,0,1,0
954,954,0,0,0,0,0
955,955,0,1,1,1,0
956,956,0,0,1,0,0
957,957,0,0,1,0,1
958,958,0,0,0,0,0
959,959,0,1,0,1,0
960,960,0,1,1,1,1
961,961,0,1,0,1,0
962,962,0,0,0,0,0
963,963,0,1,0,1,0
964,964,0,0,0,0,0
965,965,0,0,1,0,1
966,966,0,1,1,1,1
967,967,0,0,1,0,1
968,968,0,0,0,0,0
969,969,0,1,0,1,0
970,970,0,0,0,0,0
971,971,0,1,0,1,0
972,972,0,0,0,0,0
973,973,0,0,1,0,1
974,974,0,1,1,1,1
975,975,0,0,1,0,1
976,976,0,0,0,0,0
977,977,0,1,0,1,0
978,978,0,0,0,0,0
979,979,0,0,1,0,1
980,980,0,1,1,1,1
981,981,0,0,1,0,1
982,982,0,0,0,0,0
983,983,0,1,0,1,0
984,984,0,0,0,0,0
985,985,0,1,1,1,0
986,986,0,0,1,0,0
987,987,0,0,1,0,1
988,988,0,0,0,0,0
989,989,0,1,0,1,0
990,990,0,0,0,0,0
